season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2025,TB,OL,T,67,ACT,Luke Goedeke,Luke,Goedeke,1998-11-21,77,310,Central Michigan,00-0037835,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umds1rrsxq5kja5kt08g",T,10,REG,A01,Luke,GOE594395,54522,3200474f-4559-4395-107c-2bd9a4a78094,2022,2022,TB,57
2025,TB,OL,T,67,RES,Luke Goedeke,Luke,Goedeke,1998-11-21,77,310,Central Michigan,00-0037835,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umds1rrsxq5kja5kt08g",,8,REG,R01,Luke,GOE594395,54522,3200474f-4559-4395-107c-2bd9a4a78094,2022,2022,TB,57
2025,TB,OL,T,67,RES,Luke Goedeke,Luke,Goedeke,1998-11-21,77,310,Central Michigan,00-0037835,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umds1rrsxq5kja5kt08g",,3,REG,R01,Luke,GOE594395,54522,3200474f-4559-4395-107c-2bd9a4a78094,2022,2022,TB,57
2025,TB,OL,T,67,ACT,Luke Goedeke,Luke,Goedeke,1998-11-21,77,310,Central Michigan,00-0037835,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umds1rrsxq5kja5kt08g",T,17,REG,A01,Luke,GOE594395,54522,3200474f-4559-4395-107c-2bd9a4a78094,2022,2022,TB,57
2025,TB,OL,T,67,ACT,Luke Goedeke,Luke,Goedeke,1998-11-21,77,310,Central Michigan,00-0037835,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umds1rrsxq5kja5kt08g",T,14,REG,A01,Luke,GOE594395,54522,3200474f-4559-4395-107c-2bd9a4a78094,2022,2022,TB,57
2025,TB,OL,T,67,RES,Luke Goedeke,Luke,Goedeke,1998-11-21,77,310,Central Michigan,00-0037835,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umds1rrsxq5kja5kt08g",,7,REG,R01,Luke,GOE594395,54522,3200474f-4559-4395-107c-2bd9a4a78094,2022,2022,TB,57
2025,TB,OL,T,67,RES,Luke Goedeke,Luke,Goedeke,1998-11-21,77,310,Central Michigan,00-0037835,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umds1rrsxq5kja5kt08g",,5,REG,R01,Luke,GOE594395,54522,3200474f-4559-4395-107c-2bd9a4a78094,2022,2022,TB,57
2025,TB,OL,T,67,ACT,Luke Goedeke,Luke,Goedeke,1998-11-21,77,310,Central Michigan,00-0037835,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umds1rrsxq5kja5kt08g",T,13,REG,A01,Luke,GOE594395,54522,3200474f-4559-4395-107c-2bd9a4a78094,2022,2022,TB,57
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",SLOT_WR,8,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,2,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,INA,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",,7,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,1,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",SLOT_WR,14,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",SLOT_WR,19,WC,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",SLOT_WR,13,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,9,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,10,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,18,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,16,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,4,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,12,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",SLOT_WR,11,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,INA,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",,6,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,INA,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",,17,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,3,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,PIT,WR,WR,19,ACT,Calvin Austin III,Calvin,Austin,1999-03-24,69,162,Memphis,00-0037837,4243389,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,34094,15874,61418,AustCa00,22566,8125,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",WR,15,REG,A01,Calvin,AUS738004,54603,32004155-5373-8004-5ff3-52f1c2b4fb0b,2022,2022,PIT,138
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",TE,17,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,13,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",TE,10,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,INA,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",,2,REG,I01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",TE,12,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,9,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,16,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",TE,11,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,INA,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",,3,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,4,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,6,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",TE,8,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,18,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,5,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,INA,Isaiah Likely,Isaiah,Likely,2000-04-18,76,240,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",,1,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,15,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,BAL,TE,TE,80,ACT,Isaiah Likely,Isaiah,Likely,2000-04-18,76,245,Coastal Carolina,00-0037838,4361050,f9279edb-cfa7-4f7d-91df-b81cbf3e133e,34095,16033,83955,LikeIs00,23256,8131,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ssrjtyvnyfflobmi0mb8",SLOT_WR,14,REG,A01,Isaiah,LIK088990,54604,32004c49-4b08-8990-7695-dc4768035012,2022,2022,BAL,139
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,7,REG,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,21,CON,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,11,REG,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,17,REG,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,14,REG,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,4,REG,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,19,WC,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,15,REG,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,5,REG,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
2025,LA,DB,CB,14,ACT,Cobie Durant,Decobie,Durant,1998-02-09,71,175,South Carolina State,00-0037839,4384549,26ec1dc1-dece-43bd-b588-db61f046b88c,,16157,79126,DuraDe01,23552,8381,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e",CB,16,REG,A01,Cobie,DUR101849,54607,32004455-5210-1849-241d-bd57a0845029,2022,2022,LAR,142
